Name,Street Address,Type,Reviews,No of Reviews,Comments,Price_Range,State,ZipCode,City,weighted_ratings
Westville Dumbo,81 Washington St," American, Bar, Vegetarian Friendly",4.5,180,"Great food, good vibe, excellent service. We went for a very late lunch / early dinner at 4pm as we were having a wander around Dumbo. Chicken strips as an appetiser followed by fish and chips and a burger. The portion sizes are right (not...More",$$ - $$$,NY,11201-1411,Brooklyn,810.0
LB Steak,334 Santana Row Ste 1000," American, Steakhouse",4.0,341,,$$$$,CA,95128-2029,San Jose,1364.0
Gustav's Pub & Grill,1705 SE 164th Ave," German, European, Bar",4.0,286,"We love German food; lived in Germany for 16 years, so have a pretty good idea what is should be like.  The menu to us is ""fusion"", with a combination of German and American-style offerings on the same plate.  For example, we had a schnitzel...More",$$ - $$$,WA,98683-9629,Vancouver,1144.0
The Brook Tavern,139 Union Ave," American, Bar, Vegetarian Friendly",4.5,255,"A warm welcome at the door, great ambiance, and service. (Thanks Molly). I was curious about the oyster selection on the menu and dropped them a note. Fast reply with all the information I needed and more. The oysters were delicious, and the martini was...More",$$ - $$$,NY,12866-3502,Saratoga Springs,1147.5
Basiles Italian Restaurant,536 Park Ave," Italian, Vegetarian Friendly",4.0,79,"Haven’t been here in years, but did always enjoy it. Made reservations for 6  for Saturday night and glad with did. Every table booked. We found it to terrific! Excellent service, food and atmosphere.",$$ - $$$,NJ,07728-2377,Freehold,316.0
Lapellah,2500 Columbia House Blvd," American, Bar, Pub",4.0,348,"Service and food is about as good as you can get in Vancouver.  Lunch, dinner, brunch, it doesn’t matter you’ll likely be satisfied.",$$ - $$$,WA,98661-7764,Vancouver,1392.0
Court Square Diner,4530 23rd St," American, Diner, Vegetarian Friendly",4.0,567,We loved this place it is exactly how we imagined an American diner to be and the foot tasted good! Nice breakfast,$,NY,11101-4726,Long Island City,2268.0
Spring Shabu-Shabu,13620 38th Ave," Asian, Vegetarian Friendly, Vegan Options",4.5,52,"The choices for hot pot were great!  We had to alter the temp of one of our individual hot pots, but once we got it right all worked well.  The service was efficient.",$$ - $$$,NY,11354-4277,Flushing,234.0
Tenafly Classic Diner,16 W Railroad Ave," American, Diner, Vegetarian Friendly",4.0,116,"Just had some appetizers but service was great, quick and friendly. Food was better than expected. 
Very nice interior and very clean as well. Would highly recommend for late night visit. Thanks",$$ - $$$,NJ,07670-2082,Tenafly,464.0
Taverna Kyclades,3307 Ditmars Blvd," Seafood, Mediterranean, Greek",4.5,766,"This has been our favorite restaurant, since we discovered it. The food is always delicious and the service is great.",$$ - $$$,NY,11105-2105,Astoria,3447.0
El Torito Grill,1910 Main St," Mexican, Latin, Southwestern",4.0,207,,$$ - $$$,CA,92614-7200,Irvine,828.0
Fontana Famous Pizza,20002 Northern Blvd," Mediterranean, Greek",4.0,57,This was my first time there and it was recommended to me by a friend. I was amazed at how big the portions are. The food is really good. I had a chicken gyro which was so filling I could not eat dinner that night....More,$,NY,11361-2541,Flushing,228.0
Bayou,1072 Bay St," American, Seafood, Vegetarian Friendly",4.5,196,"Really enjoyed my dinner here, went for a $25 4 course deal, gumbo, fried calamari, jamming jumbalaya, dessert. The gumbo was good, the calamari excellent and the jumbalaya very good! Awaiting dessert!",$$ - $$$,NY,10305-4906,Staten Island,882.0
Eggsellent,12388 FM 423," American, Cafe, Vegetarian Friendly",4.5,33,"Coffee was not hot and because of that not that appealing. Denver omelet was good. Pancakes were good but came with a finite amount of syrup and once that was gone, pancakes were dry. Service was good. A little dismayed coffee has now reached $3...More",$$ - $$$,TX,75033-4965,Frisco,148.5
Burgermaster,10606 Northup Way," American, Fast Food",4.5,130,"I love those fall days when you're driving back to Kirkland from Bellevue Square and you remember that, ""Burgermaster"" is just up ahead!  My ultimate favorite is the ""Fish Sandwich and the newer ""Hot Fudge Sundae Shake! - a little heaven on earth!",$,WA,98004-1418,Bellevue,585.0
Seabra's Marisqueira,87 Madison St," Seafood, European, Portuguese",4.0,333,"What good are reservations? Yes we are a large party, but we made reservations TWO MONTHS AGO. We called 2 hours in advance to confirm
 Then they called at 6:30 and they said they couldn't keep our 7pm reservation. Told us they could take us...More",$$ - $$$,NJ,07105-2107,Newark,1332.0
Amarone Ristorante,63 Cedar Ln," Italian, Vegetarian Friendly, Gluten Free Options",4.5,153,Our favorite restaurant.  We have never had a bad meal there & have been going there for 20 years.  Owners are always friendly & helpful.  The whole wait staff are friendly & professional.,$$ - $$$,NJ,07666-4406,Teaneck,688.5
Arnie's Restaurant & Bar - Mukilteo,714 2nd St," American, Seafood, Vegetarian Friendly",4.0,461,"Four of us had lunch on my birthday in January 2020 and loved it. A light crowd of mostly seniors like us. The ""fresh sheet"" offered Taglioteli Bolognese, my favorite pasta dish. It was excellent. They used linguini instead of rigatoni but overall, I reveled...More",$$ - $$$,WA,98275-1554,Mukilteo,1844.0
Canal Street Grille,27 E Afton Ave," Mediterranean, Greek, Vegetarian Friendly",4.0,180,"Went for dinner with party of four.  I had the rainbow trout, which was cooked nicely and served with pilaf.  Everyone else had gyros which were also good.  Only complaint: I finished my plate to discover a singe long hair on it.",$$ - $$$,PA,19067-1432,Yardley,720.0
Laboratorio Kitchen,615 Bloomfield Ave," Italian, American, Contemporary",4.5,105,"Food was excellent, but my ears are still buzzing from the sheer volume of noise.  Some of the best mussels I’ve ever had and the giant veal/beef meatball was amazing.  We’ll try a quieter night.",$$ - $$$,NJ,07042-2804,Montclair,472.5
Amaro Bistro,18333 Bothell Way NE," Italian, Vegetarian Friendly, Vegan Options",4.5,173,"This is truly a special restaurant in Bothell!  We were not served for over two hours at McMenamins Anderson school down the street (even though they were not busy) and finally left to go to Amaro Bistro.  The hostess greeted us with a smile, we...More",$$ - $$$,WA,98011-1901,Bothell,778.5
Fernandes 2 Steak House,158 Fleming Ave," Steakhouse, Spanish, Portuguese",4.0,259,We had Steak and seafood paella which was fantastic. The service was great and the Sangria is perfect compliment to the meal.,$$ - $$$,NJ,07105-4008,Newark,1036.0
Los Molcajetes Mexican Restaurant,4320 Western Center Blvd," Mexican, Southwestern, Latin",4.5,188,Loved this place! We had a quick lunch here. My hub and I shared a chicken chimichanga and added on a crispy chicken taco. Wow...it’s a lot of food. So so good!!! Both were FILLED with chicken! Chips n salsa to start were solid. Def...More,$$ - $$$,TX,76137-2056,Fort Worth,846.0
Trinciti Roti Shop and Restaurant,11105 Lefferts Blvd," Caribbean, Indian, International",4.0,42,This place is absolutely the best! I truly think this one of NYC's hidden gems. If you get a chance to order their bake and shark please do yourself a favor. There Roti is also excellent and there doubles are divine.,$,NY,11420-1344,South Ozone Park,168.0
Gasperetti's Gourmet Restaurant,1013 N 1st St, Italian,4.5,184,"When my husband and I want a great meal in a charming space we head for this family run boutique of fine dining.  Starting with the famous onion rings, our stomachs hunger  for more. The terrific wait staff can recommend great pairings.  One of us...More",$$ - $$$,WA,98901-1901,Yakima,828.0
Sparta's Pizza & Pasta House in Bothell,18817 Bothell Way NE," Italian, Pizza, Vegetarian Friendly",4.5,53,The Atmosphere was great and the food was on point. We had a few folks visiting from out of town and they were able to accommodate all 10 of us on a busy Friday night without too long of a wait. I love the cheese...More,$$ - $$$,WA,98011-1932,Bothell,238.5
Calle Dao Chelsea,461 W 23 Street," Chinese, Cuban, Latin",4.5,27,"This is the first time I’ve visited the Chelsea location. Compared to the Bryant park location this one is more spacious and less crowded. The location is a bit hidden. The food is great, a but pricey but the staff is courteous and attentive. I...More",$$ - $$$,NY,10011,New York City,121.5
Jalapenos Pizza & Wings,9802 McPherson Rd," Italian, Pizza",4.5,98,We ordered from jalapenos the pizza with all the meats and it was so delicious. They always have a specials  so the prices are good. I would recommend to try  the pizza with all the meats.,$,TX,78045-6413,Laredo,441.0
The Little Owl,90 Bedford St," American, Vegetarian Friendly, Vegan Options",4.5,1242,"Went here as it popped up in TripAdvisor. Cute little cafe, that holds about 30. Highly recommend reservations (they’re on Open Table) as it is indeed small. Food was amazing and service was excellent. Located in a quaint area of the Village. You won’t be...More",$$ - $$$,NY,10014-3764,New York City,5589.0
Avocados Mexican Restaurant,10822 Evergreen Way," Mexican, Vegetarian Friendly, Vegan Options",4.5,77,"Our first visit to Avocados, as friends had mentioned they liked the restaurant. Food was good.  Had a coupon to use, but they didn't give full discounted amount of lesser entree.  Service on the slow side.",$$ - $$$,WA,98204-3837,Everett,346.5
Karl Strauss Brewing Company,600 Wilshire Blvd," American, Brew Pub, Bar",4.5,112,,$$ - $$$,CA,90017-3212,Los Angeles,504.0
Frank Pepe Pizzeria Napoletana,1955 Central Ave," Italian, Pizza, Vegetarian Friendly",4.0,185,"A limited menu but a grat tasting white clam pizza.  If pizza and salad are what you crave, this is the place",$$ - $$$,NY,NY,Yonkers,740.0
Ambrosia Bistro and Wine Bar,9211 E Montgomery Ave," American, Wine Bar, International",4.5,158,Cozy and classy atmosphere. The service and food is top notch. The house wines are very good and they have a nice appetizer menu.,$$ - $$$,WA,99206-4291,Spokane Valley,711.0
Pacific Hideaway,500 Pacific Coast Highway," Fusion, Bar, Seafood",4.5,40,,$$ - $$$,CA,92648,Huntington Beach,180.0
Dickie Dee's,380 Bloomfield Ave," Italian, Pizza, American",4.5,50,"Been goin to Dickie Dees for over 40 years.  I moved away from the area and had not been back for some time.  Well, after quite a long sabbatical, I took advantage of an early arrival in town and braved the cold weather to head...More",$,NJ,07107-4402,Newark,225.0
Aviation Grill,1 Hotel Rd," American, Bar, Gluten Free Options",4.0,147,Our food came out hot and delicious. The sandwiches were flavorful and delicious. The fries were also hot and delicious. Service was quick and friendly.,$$ - $$$,NJ,07114-3513,Newark,588.0
Sabor Unido,77 Jefferson St," Portuguese, South American, Brazilian",4.5,38,"Been here a couple of times.  Not sure if undergone new management.  Looks like they've moved furnishings around since my last visit.  Nevertheless, this place always serves good consistent quality meals with generous servings in a cozy homey atmosphere.  I love their food - delicious,...More",$$ - $$$,NJ,07105-1818,Newark,171.0
Bonefish Grill,179 Van Zile Rd," American, Bar, Seafood",4.0,145,great food. excellent service. alittle noisy but we don't go there to talk. The food is consisyently good. Chef wi;; mke some chnges with dirtary needs.,$$ - $$$,NJ,08724-3158,Brick,580.0
Texas de Brazil,101 N Houston St," Steakhouse, Brazilian, Vegetarian Friendly",4.5,794,"Nice salad bar and lots of variety in cuts of meat when you go for the full meal, but nothing to accompany it like vegetables.",$$$$,TX,76102-2007,Fort Worth,3573.0
Bill's Cafe on the Alameda,2089 The Alameda," American, Cafe, Diner",4.5,155,,$$ - $$$,CA,95126-1136,San Jose,697.5
Namli Mediterranean Turkish Cuisine,88 Central Ave," Mediterranean, Turkish, Middle Eastern",4.5,21,"Good food, friendly service and a cosy atmosphere. If you enjoy tasty fulfilling and healthy meals you should try this Turkish restaurant.",$$ - $$$,NJ,08901-1706,New Brunswick,94.5
Off the Grid: Fort Mason Center,Fort Mason Center Parking Lot Buchanan St & Marina Blvd," Fast Food, International, Vegetarian Friendly",4.5,186,,$,CA,94123,San Francisco,837.0
Taverna Kyclades,3307 Ditmars Blvd," Seafood, Mediterranean, Greek",4.5,766,"This has been our favorite restaurant, since we discovered it. The food is always delicious and the service is great.",$$ - $$$,NY,11105-2105,Astoria,3447.0
Bangkok Thai Restaurant,520 39th Ave SW," Asian, Thai, Vegetarian Friendly",4.5,33,"Years ago, this was THE place for Thai food.  I used to RAVE about this place.  I used to take Thai friends there.

Sadly, its really gone downhill. The peanut sauce used to be an 11 on a scale  of 1-10.  Now its kinda blah....More",$$ - $$$,WA,98373-5981,Puyallup,148.5
Perry's Steakhouse & Grille- Downtown Austin,114 W 7th St," American, Steakhouse, Vegetarian Friendly",4.5,754,"As the title indicates, go for pork chop Friday here. It is a phenomenal value and the pork chops are huge and mouthwatering. Service is friendly and quick, but expect Friday lunches to be very crowded and a pain to park (though that's just a...More",$$$$,TX,78701-3000,Austin,3393.0
Modica's Deli,455 E Ocean Blvd," Italian, Greek, Deli",4.5,114,,$$ - $$$,CA,90802-4934,Long Beach,513.0
